transcript,incident_type,address,city,zipcode,casualties,reporting_time,reporter
Speaker 2: There's a industrial fire at 851 ROYAL PINES DR. Casualties reported: unknown number trapped,industrial fire,851 ROYAL PINES DR,DELAWARE,43015,unknown number trapped,2025-03-02T05:03:53.485410,Speaker 2
Speaker 2: There's a vehicle fire at 903 SUMMERVILLE DR. Casualties reported: caller trapped,vehicle fire,903 SUMMERVILLE DR,DELAWARE,43015,caller trapped,2024-06-13T12:05:53.485462,Speaker 2
Speaker 2: There's a gas leak at 190 N UNION ST APT B. Casualties reported: caller escaped alone,gas leak,190 N UNION ST APT B,DELAWARE,43015,caller escaped alone,2024-11-21T00:24:53.485514,Speaker 2
Speaker 2: There's a wildfire at 3196 BEAN-OLLER RD. No one is hurt.,wildfire,3196 BEAN-OLLER RD,DELAWARE,43015,none,2025-03-20T12:47:53.485585,Speaker 2
Speaker 2: There's a gas leak at 1802 CASTLETON WAY. Casualties reported: caller trapped,gas leak,1802 CASTLETON WAY,DELAWARE,43015,caller trapped,2024-05-27T19:46:53.485639,Speaker 2
Speaker 2: There's a wildfire at 430 KINGSBURY RD. No one is hurt.,wildfire,430 KINGSBURY RD,DELAWARE,43015,none,2024-05-08T13:03:53.485703,Speaker 2
Speaker 2: There's a kitchen fire at 205 CURTIS ST. No one is hurt.,kitchen fire,205 CURTIS ST,DELAWARE,43015,none,2024-08-07T19:31:53.485769,Speaker 2
Speaker 2: There's a structure fire at 106 LIPPAZON WAY. Casualties reported: unknown number trapped,structure fire,106 LIPPAZON WAY,DELAWARE,43015,unknown number trapped,2024-04-16T12:56:53.485839,Speaker 2
Speaker 2: There's a gas leak at 235 ROCKMILL ST. Casualties reported: elderly person trapped,gas leak,235 ROCKMILL ST,DELAWARE,43015,elderly person trapped,2025-03-12T18:35:53.485919,Speaker 2
Speaker 2: There's a industrial fire at 647 MEADOWS DR. No one is hurt.,industrial fire,647 MEADOWS DR,DELAWARE,43015,none,2025-01-19T14:58:53.486006,Speaker 2
Speaker 2: There's a vehicle fire at 225 VISTA RIDGE DR. Casualties reported: unknown number trapped,vehicle fire,225 VISTA RIDGE DR,DELAWARE,43015,unknown number trapped,2024-07-21T05:47:53.486077,Speaker 2
Speaker 2: There's a industrial fire at 891 SKIPTON LOOP. Casualties reported: caller trapped,industrial fire,891 SKIPTON LOOP,DELAWARE,43015,caller trapped,2024-11-01T04:55:53.486140,Speaker 2
Speaker 2: There's a wildfire at 21 WILLOW BROOK WAY. Casualties reported: pets inside,wildfire,21 WILLOW BROOK WAY,DELAWARE,43015,pets inside,2025-01-11T23:50:53.486199,Speaker 2
Speaker 2: There's a kitchen fire at 466 HERITAGE BLVD. Casualties reported: caller escaped alone,kitchen fire,466 HERITAGE BLVD,DELAWARE,43015,caller escaped alone,2024-04-12T10:42:53.486266,Speaker 2
Speaker 2: There's a industrial fire at 53 NEIL ST APT 15. No one is hurt.,industrial fire,53 NEIL ST APT 15,DELAWARE,43015,none,2024-10-10T10:11:53.486350,Speaker 2
Speaker 2: There's a wildfire at 279 SILVER MAPLE DR. Casualties reported: caller escaped alone,wildfire,279 SILVER MAPLE DR,DELAWARE,43015,caller escaped alone,2025-03-05T00:17:53.486427,Speaker 2
Speaker 2: There's a false alarm at 541 WILLEY RD. Casualties reported: children trapped,false alarm,541 WILLEY RD,DELAWARE,43015,children trapped,2024-11-28T17:21:53.486486,Speaker 2
Speaker 2: There's a kitchen fire at 565 SOUTH ST. Casualties reported: unknown number trapped,kitchen fire,565 SOUTH ST,DELAWARE,43015,unknown number trapped,2024-04-22T00:19:53.486539,Speaker 2
Speaker 2: There's a vehicle fire at 395 STANSTED DR. No one is hurt.,vehicle fire,395 STANSTED DR,DELAWARE,43015,none,2025-03-03T01:46:53.486590,Speaker 2
Speaker 2: There's a industrial fire at 5172 HORSESHOE RD. Casualties reported: caller escaped alone,industrial fire,5172 HORSESHOE RD,DELAWARE,43015,caller escaped alone,2024-11-21T05:57:53.486664,Speaker 2
Speaker 2: There's a structure fire at 944 HERITAGE BLVD. Casualties reported: pets inside,structure fire,944 HERITAGE BLVD,DELAWARE,43015,pets inside,2025-03-21T14:17:53.486717,Speaker 2
Speaker 2: There's a wildfire at 131 ROSS ST. No one is hurt.,wildfire,131 ROSS ST,DELAWARE,43015,none,2024-05-10T05:51:53.486782,Speaker 2
Speaker 2: There's a wildfire at 255 WINTER SHADOW LOOP. Casualties reported: elderly person trapped,wildfire,255 WINTER SHADOW LOOP,DELAWARE,43015,elderly person trapped,2024-10-28T22:35:53.486853,Speaker 2
Speaker 2: There's a gas leak at 118 MARVIN LN. Casualties reported: caller escaped alone,gas leak,118 MARVIN LN,DELAWARE,43015,caller escaped alone,2025-03-10T13:38:53.486905,Speaker 2
Speaker 2: There's a kitchen fire at 539 MCKINLEY LN. No one is hurt.,kitchen fire,539 MCKINLEY LN,DELAWARE,43015,none,2024-04-19T15:17:53.486957,Speaker 2
Speaker 2: There's a wildfire at 119 DOGWOOD DR. Casualties reported: caller trapped,wildfire,119 DOGWOOD DR,DELAWARE,43015,caller trapped,2025-01-14T15:26:53.487011,Speaker 2
Speaker 2: There's a kitchen fire at 2204 BRUCE RD APT 121. Casualties reported: unknown number trapped,kitchen fire,2204 BRUCE RD APT 121,DELAWARE,43015,unknown number trapped,2024-09-29T07:03:53.487087,Speaker 2
Speaker 2: There's a structure fire at 400 COALTRAIN CT. Casualties reported: elderly person trapped,structure fire,400 COALTRAIN CT,DELAWARE,43015,elderly person trapped,2024-11-09T07:11:53.487142,Speaker 2
Speaker 2: There's a structure fire at 299 TINLEY PARK CIR. Casualties reported: children trapped,structure fire,299 TINLEY PARK CIR,DELAWARE,43015,children trapped,2025-01-11T09:51:53.487206,Speaker 2
Speaker 2: There's a false alarm at 2911 S OLD STATE RD Area1-J22. Casualties reported: elderly person trapped,false alarm,2911 S OLD STATE RD Area1-J22,DELAWARE,43015,elderly person trapped,2024-12-07T07:15:53.487275,Speaker 2
Speaker 2: There's a industrial fire at 1820 BEAN-OLLER RD. No one is hurt.,industrial fire,1820 BEAN-OLLER RD,DELAWARE,43015,none,2024-11-21T16:34:53.487328,Speaker 2
Speaker 2: There's a electrical fire at 266 VIA CORSO. Casualties reported: pets inside,electrical fire,266 VIA CORSO,DELAWARE,43015,pets inside,2024-08-23T00:28:53.487405,Speaker 2
Speaker 2: There's a vehicle fire at 2264 NELSON LN. Casualties reported: caller escaped alone,vehicle fire,2264 NELSON LN,DELAWARE,43015,caller escaped alone,2024-12-12T01:14:53.487461,Speaker 2
Speaker 2: There's a gas leak at 115 MECHLAMOOR DR. Casualties reported: caller trapped,gas leak,115 MECHLAMOOR DR,DELAWARE,43015,caller trapped,2024-06-12T23:27:53.487513,Speaker 2
Speaker 2: There's a industrial fire at 4407 STATE ROUTE 37 W. Casualties reported: unknown number trapped,industrial fire,4407 STATE ROUTE 37 W,DELAWARE,43015,unknown number trapped,2024-11-27T02:29:53.487567,Speaker 2
Speaker 2: There's a vehicle fire at 306 BENJAMIN ST. Casualties reported: pets inside,vehicle fire,306 BENJAMIN ST,DELAWARE,43015,pets inside,2024-05-28T07:49:53.487619,Speaker 2
Speaker 2: There's a vehicle fire at 307 RIDGEFIELD DR. Casualties reported: children trapped,vehicle fire,307 RIDGEFIELD DR,DELAWARE,43015,children trapped,2024-11-10T13:31:53.487670,Speaker 2
Speaker 2: There's a kitchen fire at 650 W ORANGE RD. Casualties reported: children trapped,kitchen fire,650 W ORANGE RD,DELAWARE,43015,children trapped,2024-04-30T17:48:53.487734,Speaker 2
Speaker 2: There's a false alarm at 332 W WILLIAM ST. Casualties reported: unknown number trapped,false alarm,332 W WILLIAM ST,DELAWARE,43015,unknown number trapped,2025-03-31T16:34:53.487788,Speaker 2
Speaker 2: There's a structure fire at 81 HOMESTEAD LN. Casualties reported: pets inside,structure fire,81 HOMESTEAD LN,DELAWARE,43015,pets inside,2025-03-10T09:26:53.487853,Speaker 2
Speaker 2: There's a gas leak at 1419 MISSOURI AVE. No one is hurt.,gas leak,1419 MISSOURI AVE,DELAWARE,43015,none,2024-07-26T21:22:53.487919,Speaker 2
Speaker 2: There's a vehicle fire at 933 BLACKMORE DR. Casualties reported: pets inside,vehicle fire,933 BLACKMORE DR,DELAWARE,43015,pets inside,2024-11-11T17:00:53.487973,Speaker 2
Speaker 2: There's a gas leak at 6505 LONGVIEW DR. Casualties reported: pets inside,gas leak,6505 LONGVIEW DR,DELAWARE,43015,pets inside,2025-02-07T00:47:53.488025,Speaker 2
Speaker 2: There's a gas leak at 825 MYER'S GLEN RD. Casualties reported: caller escaped alone,gas leak,825 MYER'S GLEN RD,DELAWARE,43015,caller escaped alone,2024-12-31T06:38:53.488075,Speaker 2
Speaker 2: There's a structure fire at 1019 BALLATER DR. No one is hurt.,structure fire,1019 BALLATER DR,DELAWARE,43015,none,2024-08-04T00:33:53.488142,Speaker 2
Speaker 2: There's a gas leak at 805 US HIGHWAY 23 N. No one is hurt.,gas leak,805 US HIGHWAY 23 N,DELAWARE,43015,none,2024-09-11T23:39:53.488205,Speaker 2
Speaker 2: There's a electrical fire at 190 VIA VENETO. Casualties reported: elderly person trapped,electrical fire,190 VIA VENETO,DELAWARE,43015,elderly person trapped,2024-09-10T04:25:53.488279,Speaker 2
Speaker 2: There's a structure fire at 213 OVERTRICK DR. Casualties reported: elderly person trapped,structure fire,213 OVERTRICK DR,DELAWARE,43015,elderly person trapped,2025-04-01T18:23:53.488342,Speaker 2
Speaker 2: There's a industrial fire at 4909 RIVERSIDE DR. Casualties reported: unknown number trapped,industrial fire,4909 RIVERSIDE DR,DELAWARE,43015,unknown number trapped,2024-12-01T01:00:53.488395,Speaker 2
Speaker 2: There's a structure fire at 60 GEORGETOWNE DR APT 2. Casualties reported: children trapped,structure fire,60 GEORGETOWNE DR APT 2,DELAWARE,43015,children trapped,2024-12-07T15:28:53.488447,Speaker 2
Speaker 2: There's a structure fire at 621 WILLOW GROVE DR. Casualties reported: caller escaped alone,structure fire,621 WILLOW GROVE DR,DELAWARE,43015,caller escaped alone,2024-04-09T21:19:53.488514,Speaker 2
Speaker 2: There's a structure fire at 60 CHAMBERLAIN ST. Casualties reported: children trapped,structure fire,60 CHAMBERLAIN ST,DELAWARE,43015,children trapped,2025-01-31T08:05:53.488568,Speaker 2
Speaker 2: There's a kitchen fire at 2070 MEREDITH RD. Casualties reported: pets inside,kitchen fire,2070 MEREDITH RD,DELAWARE,43015,pets inside,2024-04-09T16:53:53.488620,Speaker 2
Speaker 2: There's a wildfire at 2763 MID PINES CT. Casualties reported: caller trapped,wildfire,2763 MID PINES CT,DELAWARE,43015,caller trapped,2024-06-11T05:00:53.488675,Speaker 2
Speaker 2: There's a gas leak at 2721 LACKEY OLD STATE RD. Casualties reported: caller trapped,gas leak,2721 LACKEY OLD STATE RD,DELAWARE,43015,caller trapped,2025-02-28T00:04:53.488730,Speaker 2
Speaker 2: There's a gas leak at 61 ROSEMARY RUN. Casualties reported: caller trapped,gas leak,61 ROSEMARY RUN,DELAWARE,43015,caller trapped,2024-08-05T12:28:53.488797,Speaker 2
Speaker 2: There's a vehicle fire at 560 SUNBURY RD STE 5. Casualties reported: caller trapped,vehicle fire,560 SUNBURY RD STE 5,DELAWARE,43015,caller trapped,2024-05-17T12:43:53.488850,Speaker 2
Speaker 2: There's a wildfire at 39 BIRCH ROW DR. Casualties reported: pets inside,wildfire,39 BIRCH ROW DR,DELAWARE,43015,pets inside,2025-01-28T14:16:53.488918,Speaker 2
Speaker 2: There's a kitchen fire at 1062 BALMORAL DR. Casualties reported: children trapped,kitchen fire,1062 BALMORAL DR,DELAWARE,43015,children trapped,2025-02-04T02:22:53.489004,Speaker 2
Speaker 2: There's a electrical fire at 564 WILLEY RD. No one is hurt.,electrical fire,564 WILLEY RD,DELAWARE,43015,none,2024-06-02T08:35:53.489057,Speaker 2
Speaker 2: There's a gas leak at  . No one is hurt.,gas leak, ,DELAWARE,43015,none,2025-02-14T19:02:53.489107,Speaker 2
Speaker 2: There's a wildfire at 1422 MISSOURI AVE. Casualties reported: children trapped,wildfire,1422 MISSOURI AVE,DELAWARE,43015,children trapped,2025-01-07T17:03:53.489160,Speaker 2
Speaker 2: There's a vehicle fire at 423 COALTRAIN CT. Casualties reported: caller trapped,vehicle fire,423 COALTRAIN CT,DELAWARE,43015,caller trapped,2024-10-18T15:00:53.489231,Speaker 2
Speaker 2: There's a gas leak at 126 S FRANKLIN ST APT 17. Casualties reported: children trapped,gas leak,126 S FRANKLIN ST APT 17,DELAWARE,43015,children trapped,2024-04-11T00:59:53.489285,Speaker 2
Speaker 2: There's a structure fire at 968 EXECUTIVE BLVD. Casualties reported: pets inside,structure fire,968 EXECUTIVE BLVD,DELAWARE,43015,pets inside,2024-11-28T19:33:53.489350,Speaker 2
Speaker 2: There's a electrical fire at 124 CRAFTON CT. Casualties reported: children trapped,electrical fire,124 CRAFTON CT,DELAWARE,43015,children trapped,2024-09-04T19:10:53.489412,Speaker 2
Speaker 2: There's a structure fire at 503 PARK VISTA DR. Casualties reported: children trapped,structure fire,503 PARK VISTA DR,DELAWARE,43015,children trapped,2024-08-29T16:01:53.489465,Speaker 2
Speaker 2: There's a structure fire at 5 ORCHID CIR STE 2206. Casualties reported: pets inside,structure fire,5 ORCHID CIR STE 2206,DELAWARE,43015,pets inside,2024-05-02T21:14:53.489521,Speaker 2
Speaker 2: There's a industrial fire at 818 N OLD STATE RD. No one is hurt.,industrial fire,818 N OLD STATE RD,DELAWARE,43015,none,2025-02-07T06:32:53.489585,Speaker 2
Speaker 2: There's a vehicle fire at 162 ASH ST. Casualties reported: elderly person trapped,vehicle fire,162 ASH ST,DELAWARE,43015,elderly person trapped,2024-11-07T23:16:53.489639,Speaker 2
Speaker 2: There's a false alarm at 26 COLQUITT CT. Casualties reported: caller trapped,false alarm,26 COLQUITT CT,DELAWARE,43015,caller trapped,2025-03-18T11:00:53.489690,Speaker 2
Speaker 2: There's a vehicle fire at 34 LANTERN CHASE DR. Casualties reported: pets inside,vehicle fire,34 LANTERN CHASE DR,DELAWARE,43015,pets inside,2024-08-13T18:07:53.489742,Speaker 2
Speaker 2: There's a structure fire at 152 GLENGARY DR. Casualties reported: caller escaped alone,structure fire,152 GLENGARY DR,DELAWARE,43015,caller escaped alone,2024-04-27T21:30:53.489792,Speaker 2
Speaker 2: There's a wildfire at 205 KENSINGTON DR. Casualties reported: caller trapped,wildfire,205 KENSINGTON DR,DELAWARE,43015,caller trapped,2025-01-16T23:29:53.489871,Speaker 2
Speaker 2: There's a gas leak at 127 HALE CT. No one is hurt.,gas leak,127 HALE CT,DELAWARE,43015,none,2025-02-23T13:32:53.489950,Speaker 2
Speaker 2: There's a structure fire at 10 VILLAGE GATE BLVD. No one is hurt.,structure fire,10 VILLAGE GATE BLVD,DELAWARE,43015,none,2024-10-29T01:06:53.490022,Speaker 2
Speaker 2: There's a kitchen fire at 526 ROCHDALE RUN. Casualties reported: children trapped,kitchen fire,526 ROCHDALE RUN,DELAWARE,43015,children trapped,2024-04-02T09:41:53.490097,Speaker 2
Speaker 2: There's a wildfire at 55 ROSEMARY RUN. Casualties reported: pets inside,wildfire,55 ROSEMARY RUN,DELAWARE,43015,pets inside,2024-07-04T08:53:53.490150,Speaker 2
Speaker 2: There's a electrical fire at 957 MAKETEWAH DR. Casualties reported: elderly person trapped,electrical fire,957 MAKETEWAH DR,DELAWARE,43015,elderly person trapped,2024-09-15T10:54:53.490202,Speaker 2
Speaker 2: There's a gas leak at 357 N SANDUSKY ST. Casualties reported: elderly person trapped,gas leak,357 N SANDUSKY ST,DELAWARE,43015,elderly person trapped,2024-05-14T00:55:53.490254,Speaker 2
Speaker 2: There's a vehicle fire at 82 DELAWARE DR. Casualties reported: pets inside,vehicle fire,82 DELAWARE DR,DELAWARE,43015,pets inside,2024-10-30T04:47:53.490327,Speaker 2
Speaker 2: There's a false alarm at 120 DOBBIN LOOP. No one is hurt.,false alarm,120 DOBBIN LOOP,DELAWARE,43015,none,2024-09-15T00:39:53.490394,Speaker 2
Speaker 2: There's a false alarm at 1873 BEAN-OLLER RD. Casualties reported: elderly person trapped,false alarm,1873 BEAN-OLLER RD,DELAWARE,43015,elderly person trapped,2024-05-09T14:39:53.490448,Speaker 2
Speaker 2: There's a gas leak at 446 N WASHINGTON ST. Casualties reported: unknown number trapped,gas leak,446 N WASHINGTON ST,DELAWARE,43015,unknown number trapped,2024-10-11T05:50:53.490522,Speaker 2
Speaker 2: There's a electrical fire at 51 REID ST. Casualties reported: caller escaped alone,electrical fire,51 REID ST,DELAWARE,43015,caller escaped alone,2024-06-01T15:39:53.490573,Speaker 2
Speaker 2: There's a kitchen fire at 5656 OLENTANGY RIVER RD. No one is hurt.,kitchen fire,5656 OLENTANGY RIVER RD,DELAWARE,43015,none,2025-02-02T09:47:53.490643,Speaker 2
Speaker 2: There's a gas leak at 184 VILLAGE GATE BLVD. Casualties reported: caller escaped alone,gas leak,184 VILLAGE GATE BLVD,DELAWARE,43015,caller escaped alone,2025-01-08T23:10:53.490699,Speaker 2
Speaker 2: There's a kitchen fire at 248 SUNSTONE LN. Casualties reported: caller escaped alone,kitchen fire,248 SUNSTONE LN,DELAWARE,43015,caller escaped alone,2025-02-10T18:56:53.490751,Speaker 2
Speaker 2: There's a industrial fire at 212 PASSINA CT. Casualties reported: children trapped,industrial fire,212 PASSINA CT,DELAWARE,43015,children trapped,2025-01-18T19:35:53.490803,Speaker 2
Speaker 2: There's a structure fire at 106 TROTTER'S CIR. Casualties reported: pets inside,structure fire,106 TROTTER'S CIR,DELAWARE,43015,pets inside,2025-01-29T07:56:53.490853,Speaker 2
Speaker 2: There's a vehicle fire at 616 GLENN RD. Casualties reported: caller trapped,vehicle fire,616 GLENN RD,DELAWARE,43015,caller trapped,2024-04-03T12:21:53.490905,Speaker 2
Speaker 2: There's a gas leak at 454 W WILLIAM ST. No one is hurt.,gas leak,454 W WILLIAM ST,DELAWARE,43015,none,2024-09-25T18:22:53.490954,Speaker 2
Speaker 2: There's a kitchen fire at 449 PAGODA LOOP. Casualties reported: children trapped,kitchen fire,449 PAGODA LOOP,DELAWARE,43015,children trapped,2024-05-21T21:00:53.491025,Speaker 2
Speaker 2: There's a gas leak at 24 SNOWBERRY DR. No one is hurt.,gas leak,24 SNOWBERRY DR,DELAWARE,43015,none,2024-08-03T07:06:53.491097,Speaker 2
Speaker 2: There's a kitchen fire at 80 PILGRIM CIR. Casualties reported: elderly person trapped,kitchen fire,80 PILGRIM CIR,DELAWARE,43015,elderly person trapped,2025-02-10T08:46:53.491161,Speaker 2
Speaker 2: There's a wildfire at 224 WESTWOOD AVE. Casualties reported: children trapped,wildfire,224 WESTWOOD AVE,DELAWARE,43015,children trapped,2025-01-27T03:17:53.491212,Speaker 2
Speaker 2: There's a vehicle fire at 985 VILLAGE DR. No one is hurt.,vehicle fire,985 VILLAGE DR,DELAWARE,43015,none,2024-10-23T01:02:53.491265,Speaker 2
Speaker 2: There's a gas leak at 194 W HULL DR. Casualties reported: elderly person trapped,gas leak,194 W HULL DR,DELAWARE,43015,elderly person trapped,2024-11-23T09:09:53.491327,Speaker 2
Speaker 2: There's a structure fire at 100 ROLLING MEADOWS DR APT C. Casualties reported: unknown number trapped,structure fire,100 ROLLING MEADOWS DR APT C,DELAWARE,43015,unknown number trapped,2024-05-02T05:13:53.491404,Speaker 2
Speaker 2: There's a gas leak at 38 WILLOW BROOK WAY. Casualties reported: caller escaped alone,gas leak,38 WILLOW BROOK WAY,DELAWARE,43015,caller escaped alone,2025-02-16T06:22:53.491462,Speaker 2
